Type,Model,Subject,Task,Run,FileCount
hcp,fixedeff,sub-815247,motor,N/A,24
hcp,fixedeff,sub-816653,motor,N/A,24
hcp,fixedeff,sub-818455,motor,N/A,24
hcp,fixedeff,sub-818859,motor,N/A,24
hcp,fixedeff,sub-820745,motor,N/A,24
hcp,fixedeff,sub-822244,motor,N/A,24
hcp,fixedeff,sub-825553,motor,N/A,24
hcp,fixedeff,sub-825654,motor,N/A,24
hcp,fixedeff,sub-826454,motor,N/A,24
hcp,fixedeff,sub-828862,motor,N/A,24
hcp,fixedeff,sub-832651,motor,N/A,24
hcp,fixedeff,sub-833148,motor,N/A,24
hcp,fixedeff,sub-833249,motor,N/A,24
hcp,fixedeff,sub-835657,motor,N/A,24
hcp,fixedeff,sub-837560,motor,N/A,24
hcp,fixedeff,sub-837964,motor,N/A,24
hcp,fixedeff,sub-841349,motor,N/A,24
hcp,fixedeff,sub-843151,motor,N/A,24
hcp,fixedeff,sub-844961,motor,N/A,24
hcp,fixedeff,sub-845458,motor,N/A,24
hcp,fixedeff,sub-849264,motor,N/A,24
hcp,fixedeff,sub-849971,motor,N/A,24
hcp,fixedeff,sub-852455,motor,N/A,24
hcp,fixedeff,sub-856463,motor,N/A,24
hcp,fixedeff,sub-856766,motor,N/A,24
hcp,fixedeff,sub-856968,motor,N/A,24
hcp,fixedeff,sub-857263,motor,N/A,24
hcp,fixedeff,sub-861456,motor,N/A,24
hcp,fixedeff,sub-865363,motor,N/A,24
hcp,fixedeff,sub-867468,motor,N/A,24
hcp,fixedeff,sub-869472,motor,N/A,24
hcp,fixedeff,sub-870861,motor,N/A,24
hcp,fixedeff,sub-871762,motor,N/A,24
hcp,fixedeff,sub-871964,motor,N/A,24
hcp,fixedeff,sub-872158,motor,N/A,24
hcp,fixedeff,sub-872562,motor,N/A,24
hcp,fixedeff,sub-872764,motor,N/A,0
hcp,fixedeff,sub-873968,motor,N/A,24
hcp,fixedeff,sub-877168,motor,N/A,24
hcp,fixedeff,sub-877269,motor,N/A,24
hcp,fixedeff,sub-878776,motor,N/A,24
hcp,fixedeff,sub-878877,motor,N/A,24
hcp,fixedeff,sub-880157,motor,N/A,24
hcp,fixedeff,sub-882161,motor,N/A,24
hcp,fixedeff,sub-885975,motor,N/A,24
hcp,fixedeff,sub-886674,motor,N/A,24
hcp,fixedeff,sub-887373,motor,N/A,24
hcp,fixedeff,sub-888678,motor,N/A,24
hcp,fixedeff,sub-889579,motor,N/A,24
hcp,fixedeff,sub-894067,motor,N/A,24
hcp,fixedeff,sub-894673,motor,N/A,24
hcp,fixedeff,sub-894774,motor,N/A,24
hcp,fixedeff,sub-896778,motor,N/A,24
hcp,fixedeff,sub-896879,motor,N/A,24
hcp,fixedeff,sub-898176,motor,N/A,24
hcp,fixedeff,sub-901038,motor,N/A,24
hcp,fixedeff,sub-901139,motor,N/A,24
hcp,fixedeff,sub-902242,motor,N/A,24
hcp,fixedeff,sub-904044,motor,N/A,24
hcp,fixedeff,sub-905147,motor,N/A,24
hcp,fixedeff,sub-907656,motor,N/A,24
hcp,fixedeff,sub-908860,motor,N/A,24
hcp,fixedeff,sub-910241,motor,N/A,24
hcp,fixedeff,sub-910443,motor,N/A,0
hcp,fixedeff,sub-911849,motor,N/A,24
hcp,fixedeff,sub-912447,motor,N/A,24
hcp,fixedeff,sub-917255,motor,N/A,24
hcp,fixedeff,sub-917558,motor,N/A,24
hcp,fixedeff,sub-919966,motor,N/A,24
hcp,fixedeff,sub-922854,motor,N/A,24
hcp,fixedeff,sub-923755,motor,N/A,24
hcp,fixedeff,sub-926862,motor,N/A,0
hcp,fixedeff,sub-927359,motor,N/A,24
hcp,fixedeff,sub-929464,motor,N/A,24
hcp,fixedeff,sub-930449,motor,N/A,24
hcp,fixedeff,sub-932554,motor,N/A,24
hcp,fixedeff,sub-933253,motor,N/A,24
hcp,fixedeff,sub-937160,motor,N/A,24
hcp,fixedeff,sub-942658,motor,N/A,24
hcp,fixedeff,sub-943862,motor,N/A,24
hcp,fixedeff,sub-947668,motor,N/A,24
hcp,fixedeff,sub-952863,motor,N/A,24
hcp,fixedeff,sub-953764,motor,N/A,24
hcp,fixedeff,sub-955465,motor,N/A,24
hcp,fixedeff,sub-957974,motor,N/A,24
hcp,fixedeff,sub-958976,motor,N/A,24
hcp,fixedeff,sub-959574,motor,N/A,24
hcp,fixedeff,sub-962058,motor,N/A,24
hcp,fixedeff,sub-965367,motor,N/A,24
hcp,fixedeff,sub-965771,motor,N/A,24
hcp,fixedeff,sub-966975,motor,N/A,24
hcp,fixedeff,sub-969476,motor,N/A,24
hcp,fixedeff,sub-970764,motor,N/A,24
hcp,fixedeff,sub-971160,motor,N/A,24
hcp,fixedeff,sub-972566,motor,N/A,24
hcp,fixedeff,sub-973770,motor,N/A,24
hcp,fixedeff,sub-978578,motor,N/A,24
hcp,fixedeff,sub-979984,motor,N/A,24
hcp,fixedeff,sub-983773,motor,N/A,24
hcp,fixedeff,sub-984472,motor,N/A,24
hcp,fixedeff,sub-987074,motor,N/A,24
hcp,fixedeff,sub-987983,motor,N/A,24
hcp,fixedeff,sub-989987,motor,N/A,24
hcp,fixedeff,sub-990366,motor,N/A,24
hcp,fixedeff,sub-991267,motor,N/A,24
hcp,fixedeff,sub-992673,motor,N/A,24
hcp,fixedeff,sub-992774,motor,N/A,24
hcp,fixedeff,sub-993675,motor,N/A,24
hcp,fixedeff,sub-994273,motor,N/A,24
hcp,fixedeff,sub-100206,WM,N/A,33
hcp,fixedeff,sub-100307,WM,N/A,33
hcp,fixedeff,sub-100408,WM,N/A,33
hcp,fixedeff,sub-100610,WM,N/A,33
hcp,fixedeff,sub-101006,WM,N/A,33
hcp,fixedeff,sub-101107,WM,N/A,33
hcp,fixedeff,sub-101309,WM,N/A,33
hcp,fixedeff,sub-101410,WM,N/A,33
hcp,fixedeff,sub-101915,WM,N/A,33
hcp,fixedeff,sub-102008,WM,N/A,33
hcp,fixedeff,sub-102109,WM,N/A,33
hcp,fixedeff,sub-102311,WM,N/A,33
hcp,fixedeff,sub-102513,WM,N/A,33
hcp,fixedeff,sub-102614,WM,N/A,33
hcp,fixedeff,sub-102715,WM,N/A,33
hcp,fixedeff,sub-102816,WM,N/A,33
hcp,fixedeff,sub-103010,WM,N/A,33
hcp,fixedeff,sub-103111,WM,N/A,33
hcp,fixedeff,sub-103212,WM,N/A,33
hcp,fixedeff,sub-103414,WM,N/A,33
hcp,fixedeff,sub-103515,WM,N/A,0
hcp,fixedeff,sub-103818,WM,N/A,33
hcp,fixedeff,sub-104012,WM,N/A,33
hcp,fixedeff,sub-104416,WM,N/A,33
hcp,fixedeff,sub-104820,WM,N/A,33
hcp,fixedeff,sub-105014,WM,N/A,33
hcp,fixedeff,sub-105115,WM,N/A,33
hcp,fixedeff,sub-105216,WM,N/A,33
hcp,fixedeff,sub-105620,WM,N/A,33
hcp,fixedeff,sub-105923,WM,N/A,0
hcp,fixedeff,sub-106016,WM,N/A,33
hcp,fixedeff,sub-106319,WM,N/A,33
hcp,fixedeff,sub-106521,WM,N/A,33
hcp,fixedeff,sub-106824,WM,N/A,33
hcp,fixedeff,sub-107018,WM,N/A,0
hcp,fixedeff,sub-107220,WM,N/A,33
hcp,fixedeff,sub-107321,WM,N/A,33
hcp,fixedeff,sub-107422,WM,N/A,33
hcp,fixedeff,sub-107725,WM,N/A,33
hcp,fixedeff,sub-108020,WM,N/A,33
hcp,fixedeff,sub-108121,WM,N/A,33
hcp,fixedeff,sub-108222,WM,N/A,0
hcp,fixedeff,sub-108323,WM,N/A,33
hcp,fixedeff,sub-108525,WM,N/A,33
hcp,fixedeff,sub-108828,WM,N/A,33
hcp,fixedeff,sub-109123,WM,N/A,33
hcp,fixedeff,sub-109325,WM,N/A,33
hcp,fixedeff,sub-109830,WM,N/A,0
hcp,fixedeff,sub-110007,WM,N/A,0
hcp,fixedeff,sub-110411,WM,N/A,33
hcp,fixedeff,sub-110613,WM,N/A,33
hcp,fixedeff,sub-111009,WM,N/A,33
hcp,fixedeff,sub-111211,WM,N/A,33
hcp,fixedeff,sub-111312,WM,N/A,33
hcp,fixedeff,sub-111413,WM,N/A,33
hcp,fixedeff,sub-111514,WM,N/A,33
hcp,fixedeff,sub-112112,WM,N/A,33
hcp,fixedeff,sub-112314,WM,N/A,33
hcp,fixedeff,sub-112516,WM,N/A,33
hcp,fixedeff,sub-112819,WM,N/A,33
hcp,fixedeff,sub-112920,WM,N/A,33
hcp,fixedeff,sub-113215,WM,N/A,33
hcp,fixedeff,sub-113316,WM,N/A,33
hcp,fixedeff,sub-113417,WM,N/A,33
hcp,fixedeff,sub-113619,WM,N/A,33
hcp,fixedeff,sub-113821,WM,N/A,33
hcp,fixedeff,sub-113922,WM,N/A,33
hcp,fixedeff,sub-114116,WM,N/A,33
hcp,fixedeff,sub-114217,WM,N/A,33
hcp,fixedeff,sub-114318,WM,N/A,0
hcp,fixedeff,sub-114419,WM,N/A,33
hcp,fixedeff,sub-114621,WM,N/A,33
hcp,fixedeff,sub-114823,WM,N/A,33
hcp,fixedeff,sub-114924,WM,N/A,33
hcp,fixedeff,sub-115017,WM,N/A,33
hcp,fixedeff,sub-115219,WM,N/A,33
hcp,fixedeff,sub-115320,WM,N/A,33
hcp,fixedeff,sub-115724,WM,N/A,0
hcp,fixedeff,sub-115825,WM,N/A,33
hcp,fixedeff,sub-116221,WM,N/A,33
hcp,fixedeff,sub-116423,WM,N/A,33
hcp,fixedeff,sub-116524,WM,N/A,33
hcp,fixedeff,sub-117324,WM,N/A,33
hcp,fixedeff,sub-117728,WM,N/A,33
hcp,fixedeff,sub-117930,WM,N/A,33
hcp,fixedeff,sub-118023,WM,N/A,33
hcp,fixedeff,sub-118124,WM,N/A,33
hcp,fixedeff,sub-118225,WM,N/A,33
hcp,fixedeff,sub-118528,WM,N/A,33
hcp,fixedeff,sub-118730,WM,N/A,33
hcp,fixedeff,sub-118831,WM,N/A,33
hcp,fixedeff,sub-118932,WM,N/A,33
hcp,fixedeff,sub-119025,WM,N/A,0
hcp,fixedeff,sub-119126,WM,N/A,0
hcp,fixedeff,sub-119732,WM,N/A,33
hcp,fixedeff,sub-119833,WM,N/A,33
hcp,fixedeff,sub-120010,WM,N/A,33
hcp,fixedeff,sub-120111,WM,N/A,33
hcp,fixedeff,sub-120212,WM,N/A,33
hcp,fixedeff,sub-120414,WM,N/A,33
hcp,fixedeff,sub-120515,WM,N/A,33
hcp,fixedeff,sub-120717,WM,N/A,33
hcp,fixedeff,sub-121315,WM,N/A,33
hcp,fixedeff,sub-121416,WM,N/A,33
hcp,fixedeff,sub-121618,WM,N/A,0
hcp,fixedeff,sub-121719,WM,N/A,33
hcp,fixedeff,sub-121820,WM,N/A,0
hcp,fixedeff,sub-121921,WM,N/A,33
hcp,fixedeff,sub-122317,WM,N/A,33
hcp,fixedeff,sub-122418,WM,N/A,33
hcp,fixedeff,sub-122620,WM,N/A,0
hcp,fixedeff,sub-122822,WM,N/A,33
hcp,fixedeff,sub-123117,WM,N/A,33
hcp,fixedeff,sub-123420,WM,N/A,33
hcp,fixedeff,sub-123521,WM,N/A,33
hcp,fixedeff,sub-123723,WM,N/A,0
hcp,fixedeff,sub-123925,WM,N/A,33
hcp,fixedeff,sub-124220,WM,N/A,33
hcp,fixedeff,sub-124422,WM,N/A,33
hcp,fixedeff,sub-124624,WM,N/A,0
hcp,fixedeff,sub-124826,WM,N/A,33
hcp,fixedeff,sub-125222,WM,N/A,33
hcp,fixedeff,sub-125424,WM,N/A,33
hcp,fixedeff,sub-125525,WM,N/A,33
hcp,fixedeff,sub-126325,WM,N/A,0
hcp,fixedeff,sub-126426,WM,N/A,33
hcp,fixedeff,sub-126628,WM,N/A,33
hcp,fixedeff,sub-127226,WM,N/A,33
hcp,fixedeff,sub-127327,WM,N/A,33
hcp,fixedeff,sub-127630,WM,N/A,33
hcp,fixedeff,sub-127731,WM,N/A,0
hcp,fixedeff,sub-127832,WM,N/A,33
hcp,fixedeff,sub-127933,WM,N/A,33
hcp,fixedeff,sub-128026,WM,N/A,33
hcp,fixedeff,sub-128127,WM,N/A,33
hcp,fixedeff,sub-128329,WM,N/A,33
hcp,fixedeff,sub-128632,WM,N/A,33
hcp,fixedeff,sub-128935,WM,N/A,33
hcp,fixedeff,sub-129028,WM,N/A,33
hcp,fixedeff,sub-129129,WM,N/A,33
hcp,fixedeff,sub-129331,WM,N/A,33
hcp,fixedeff,sub-129634,WM,N/A,33
hcp,fixedeff,sub-129937,WM,N/A,33
hcp,fixedeff,sub-130013,WM,N/A,33
hcp,fixedeff,sub-130114,WM,N/A,33
hcp,fixedeff,sub-130316,WM,N/A,33
hcp,fixedeff,sub-130417,WM,N/A,33
hcp,fixedeff,sub-130518,WM,N/A,33
hcp,fixedeff,sub-130619,WM,N/A,33
hcp,fixedeff,sub-130720,WM,N/A,33
hcp,fixedeff,sub-130922,WM,N/A,33
hcp,fixedeff,sub-131217,WM,N/A,33
hcp,fixedeff,sub-131419,WM,N/A,33
hcp,fixedeff,sub-131722,WM,N/A,33
hcp,fixedeff,sub-131823,WM,N/A,33
hcp,fixedeff,sub-131924,WM,N/A,33
hcp,fixedeff,sub-132017,WM,N/A,33
hcp,fixedeff,sub-133019,WM,N/A,33
hcp,fixedeff,sub-133625,WM,N/A,33
hcp,fixedeff,sub-133827,WM,N/A,33
hcp,fixedeff,sub-134021,WM,N/A,0
hcp,fixedeff,sub-134223,WM,N/A,33
hcp,fixedeff,sub-134425,WM,N/A,33
hcp,fixedeff,sub-134627,WM,N/A,33
hcp,fixedeff,sub-134728,WM,N/A,33
hcp,fixedeff,sub-134829,WM,N/A,0
hcp,fixedeff,sub-135124,WM,N/A,33
hcp,fixedeff,sub-135225,WM,N/A,33
hcp,fixedeff,sub-135528,WM,N/A,33
hcp,fixedeff,sub-135629,WM,N/A,33
hcp,fixedeff,sub-135730,WM,N/A,33
hcp,fixedeff,sub-135932,WM,N/A,33
hcp,fixedeff,sub-136126,WM,N/A,33
hcp,fixedeff,sub-136227,WM,N/A,33
hcp,fixedeff,sub-136631,WM,N/A,33
hcp,fixedeff,sub-136732,WM,N/A,33
hcp,fixedeff,sub-136833,WM,N/A,33
hcp,fixedeff,sub-137027,WM,N/A,33
hcp,fixedeff,sub-137128,WM,N/A,33
hcp,fixedeff,sub-137229,WM,N/A,33
hcp,fixedeff,sub-137431,WM,N/A,33
hcp,fixedeff,sub-137532,WM,N/A,33
hcp,fixedeff,sub-137633,WM,N/A,33
hcp,fixedeff,sub-138130,WM,N/A,33
hcp,fixedeff,sub-138231,WM,N/A,33
hcp,fixedeff,sub-138332,WM,N/A,33
hcp,fixedeff,sub-138534,WM,N/A,33
hcp,fixedeff,sub-138837,WM,N/A,33
hcp,fixedeff,sub-139233,WM,N/A,33
hcp,fixedeff,sub-139435,WM,N/A,33
hcp,fixedeff,sub-139637,WM,N/A,33
hcp,fixedeff,sub-139839,WM,N/A,33
hcp,fixedeff,sub-140319,WM,N/A,33
hcp,fixedeff,sub-140420,WM,N/A,33
hcp,fixedeff,sub-140824,WM,N/A,33
hcp,fixedeff,sub-140925,WM,N/A,33
hcp,fixedeff,sub-141119,WM,N/A,33
hcp,fixedeff,sub-141422,WM,N/A,33
hcp,fixedeff,sub-141826,WM,N/A,33
hcp,fixedeff,sub-142424,WM,N/A,33
hcp,fixedeff,sub-143224,WM,N/A,33
hcp,fixedeff,sub-143325,WM,N/A,33
hcp,fixedeff,sub-143830,WM,N/A,33
hcp,fixedeff,sub-144125,WM,N/A,0
hcp,fixedeff,sub-144428,WM,N/A,33
hcp,fixedeff,sub-144731,WM,N/A,33
hcp,fixedeff,sub-144832,WM,N/A,33
hcp,fixedeff,sub-144933,WM,N/A,0
hcp,fixedeff,sub-145127,WM,N/A,0
hcp,fixedeff,sub-145531,WM,N/A,33
hcp,fixedeff,sub-145632,WM,N/A,33
hcp,fixedeff,sub-145834,WM,N/A,33
hcp,fixedeff,sub-146129,WM,N/A,33
hcp,fixedeff,sub-146432,WM,N/A,33
hcp,fixedeff,sub-146533,WM,N/A,33
hcp,fixedeff,sub-146634,WM,N/A,0
hcp,fixedeff,sub-146735,WM,N/A,33
hcp,fixedeff,sub-146836,WM,N/A,33
hcp,fixedeff,sub-146937,WM,N/A,33
hcp,fixedeff,sub-147030,WM,N/A,33
hcp,fixedeff,sub-147636,WM,N/A,33
hcp,fixedeff,sub-147737,WM,N/A,33
hcp,fixedeff,sub-148032,WM,N/A,33
hcp,fixedeff,sub-148133,WM,N/A,33
hcp,fixedeff,sub-148335,WM,N/A,33
hcp,fixedeff,sub-148436,WM,N/A,33
hcp,fixedeff,sub-148840,WM,N/A,33
hcp,fixedeff,sub-148941,WM,N/A,33
hcp,fixedeff,sub-149236,WM,N/A,33
hcp,fixedeff,sub-149337,WM,N/A,33
hcp,fixedeff,sub-149539,WM,N/A,33
hcp,fixedeff,sub-149741,WM,N/A,33
hcp,fixedeff,sub-149842,WM,N/A,33
hcp,fixedeff,sub-150019,WM,N/A,0
hcp,fixedeff,sub-150625,WM,N/A,33
hcp,fixedeff,sub-150726,WM,N/A,0
hcp,fixedeff,sub-150928,WM,N/A,33
hcp,fixedeff,sub-151021,WM,N/A,33
hcp,fixedeff,sub-151223,WM,N/A,33
hcp,fixedeff,sub-151324,WM,N/A,33
hcp,fixedeff,sub-151425,WM,N/A,33
hcp,fixedeff,sub-151526,WM,N/A,33
hcp,fixedeff,sub-151627,WM,N/A,33
hcp,fixedeff,sub-151728,WM,N/A,33
hcp,fixedeff,sub-151829,WM,N/A,33
hcp,fixedeff,sub-151930,WM,N/A,33
hcp,fixedeff,sub-152225,WM,N/A,33
hcp,fixedeff,sub-152427,WM,N/A,33
hcp,fixedeff,sub-152831,WM,N/A,33
hcp,fixedeff,sub-153025,WM,N/A,33
hcp,fixedeff,sub-153126,WM,N/A,0
hcp,fixedeff,sub-153227,WM,N/A,33
hcp,fixedeff,sub-153429,WM,N/A,33
hcp,fixedeff,sub-153631,WM,N/A,33
hcp,fixedeff,sub-153732,WM,N/A,33
hcp,fixedeff,sub-153833,WM,N/A,33
hcp,fixedeff,sub-153934,WM,N/A,33
hcp,fixedeff,sub-154229,WM,N/A,33
hcp,fixedeff,sub-154431,WM,N/A,33
hcp,fixedeff,sub-154532,WM,N/A,33
hcp,fixedeff,sub-154734,WM,N/A,33
hcp,fixedeff,sub-154835,WM,N/A,33
hcp,fixedeff,sub-154936,WM,N/A,0
hcp,fixedeff,sub-155231,WM,N/A,33
hcp,fixedeff,sub-155635,WM,N/A,33
hcp,fixedeff,sub-156031,WM,N/A,33
hcp,fixedeff,sub-156233,WM,N/A,33
hcp,fixedeff,sub-156435,WM,N/A,33
hcp,fixedeff,sub-156536,WM,N/A,33
hcp,fixedeff,sub-156637,WM,N/A,33
hcp,fixedeff,sub-157437,WM,N/A,0
hcp,fixedeff,sub-157942,WM,N/A,0
hcp,fixedeff,sub-158035,WM,N/A,33
hcp,fixedeff,sub-158136,WM,N/A,33
hcp,fixedeff,sub-158338,WM,N/A,33
hcp,fixedeff,sub-158540,WM,N/A,33
hcp,fixedeff,sub-158843,WM,N/A,33
hcp,fixedeff,sub-159138,WM,N/A,33
hcp,fixedeff,sub-159340,WM,N/A,33
hcp,fixedeff,sub-159441,WM,N/A,33
hcp,fixedeff,sub-159744,WM,N/A,33
hcp,fixedeff,sub-159845,WM,N/A,33
hcp,fixedeff,sub-159946,WM,N/A,33
hcp,fixedeff,sub-160123,WM,N/A,33
hcp,fixedeff,sub-160729,WM,N/A,0
hcp,fixedeff,sub-160830,WM,N/A,33
hcp,fixedeff,sub-160931,WM,N/A,0
hcp,fixedeff,sub-161327,WM,N/A,33
hcp,fixedeff,sub-161630,WM,N/A,33
hcp,fixedeff,sub-161731,WM,N/A,33
hcp,fixedeff,sub-161832,WM,N/A,33
hcp,fixedeff,sub-162026,WM,N/A,33
hcp,fixedeff,sub-162228,WM,N/A,33
hcp,fixedeff,sub-162329,WM,N/A,33
hcp,fixedeff,sub-162733,WM,N/A,33
hcp,fixedeff,sub-162935,WM,N/A,33
hcp,fixedeff,sub-163129,WM,N/A,33
hcp,fixedeff,sub-163331,WM,N/A,33
hcp,fixedeff,sub-163432,WM,N/A,33
hcp,fixedeff,sub-163836,WM,N/A,33
hcp,fixedeff,sub-164030,WM,N/A,33
hcp,fixedeff,sub-164131,WM,N/A,33
hcp,fixedeff,sub-164636,WM,N/A,33
hcp,fixedeff,sub-164939,WM,N/A,33
hcp,fixedeff,sub-165032,WM,N/A,0
hcp,fixedeff,sub-165234,WM,N/A,33
hcp,fixedeff,sub-165436,WM,N/A,33
hcp,fixedeff,sub-165638,WM,N/A,33
hcp,fixedeff,sub-165941,WM,N/A,33
hcp,fixedeff,sub-166438,WM,N/A,33
hcp,fixedeff,sub-167238,WM,N/A,33
hcp,fixedeff,sub-167440,WM,N/A,33
hcp,fixedeff,sub-168139,WM,N/A,33
hcp,fixedeff,sub-168240,WM,N/A,33
hcp,fixedeff,sub-168341,WM,N/A,33
hcp,fixedeff,sub-168947,WM,N/A,33
hcp,fixedeff,sub-169040,WM,N/A,33
hcp,fixedeff,sub-169141,WM,N/A,33
hcp,fixedeff,sub-169444,WM,N/A,33
hcp,fixedeff,sub-169545,WM,N/A,33
hcp,fixedeff,sub-169747,WM,N/A,33
hcp,fixedeff,sub-169949,WM,N/A,33
hcp,fixedeff,sub-170631,WM,N/A,33
hcp,fixedeff,sub-170934,WM,N/A,33
hcp,fixedeff,sub-171128,WM,N/A,0
hcp,fixedeff,sub-171330,WM,N/A,33
hcp,fixedeff,sub-171431,WM,N/A,0
hcp,fixedeff,sub-171532,WM,N/A,33
hcp,fixedeff,sub-171633,WM,N/A,33
hcp,fixedeff,sub-171734,WM,N/A,0
hcp,fixedeff,sub-172029,WM,N/A,0
hcp,fixedeff,sub-172332,WM,N/A,0
hcp,fixedeff,sub-172433,WM,N/A,33
hcp,fixedeff,sub-172534,WM,N/A,33
hcp,fixedeff,sub-172635,WM,N/A,33
hcp,fixedeff,sub-172938,WM,N/A,33
hcp,fixedeff,sub-173132,WM,N/A,0
hcp,fixedeff,sub-173435,WM,N/A,33
hcp,fixedeff,sub-173536,WM,N/A,33
hcp,fixedeff,sub-173637,WM,N/A,33
hcp,fixedeff,sub-173738,WM,N/A,33
hcp,fixedeff,sub-173839,WM,N/A,33
hcp,fixedeff,sub-173940,WM,N/A,33
hcp,fixedeff,sub-174437,WM,N/A,33
hcp,fixedeff,sub-174841,WM,N/A,33
hcp,fixedeff,sub-175035,WM,N/A,33
hcp,fixedeff,sub-175136,WM,N/A,33
hcp,fixedeff,sub-175237,WM,N/A,33
hcp,fixedeff,sub-175338,WM,N/A,33
hcp,fixedeff,sub-175439,WM,N/A,33
hcp,fixedeff,sub-175540,WM,N/A,33
hcp,fixedeff,sub-175742,WM,N/A,33
hcp,fixedeff,sub-176037,WM,N/A,33
hcp,fixedeff,sub-176239,WM,N/A,33
hcp,fixedeff,sub-176441,WM,N/A,33
hcp,fixedeff,sub-176542,WM,N/A,33
hcp,fixedeff,sub-176744,WM,N/A,33
hcp,fixedeff,sub-176845,WM,N/A,33
hcp,fixedeff,sub-177140,WM,N/A,0
hcp,fixedeff,sub-177241,WM,N/A,33
hcp,fixedeff,sub-177342,WM,N/A,0
hcp,fixedeff,sub-177645,WM,N/A,33
hcp,fixedeff,sub-177746,WM,N/A,33
hcp,fixedeff,sub-178142,WM,N/A,33
hcp,fixedeff,sub-178243,WM,N/A,33
hcp,fixedeff,sub-178647,WM,N/A,33
hcp,fixedeff,sub-178849,WM,N/A,33
hcp,fixedeff,sub-178950,WM,N/A,33
hcp,fixedeff,sub-179245,WM,N/A,33
hcp,fixedeff,sub-179346,WM,N/A,33
hcp,fixedeff,sub-179548,WM,N/A,33
hcp,fixedeff,sub-179952,WM,N/A,33
hcp,fixedeff,sub-180129,WM,N/A,33
hcp,fixedeff,sub-180230,WM,N/A,33
hcp,fixedeff,sub-180432,WM,N/A,33
hcp,fixedeff,sub-180735,WM,N/A,33
hcp,fixedeff,sub-180836,WM,N/A,33
hcp,fixedeff,sub-180937,WM,N/A,33
hcp,fixedeff,sub-181131,WM,N/A,33
hcp,fixedeff,sub-181636,WM,N/A,33
hcp,fixedeff,sub-182032,WM,N/A,33
hcp,fixedeff,sub-182739,WM,N/A,33
hcp,fixedeff,sub-182840,WM,N/A,33
hcp,fixedeff,sub-183034,WM,N/A,0
hcp,fixedeff,sub-183337,WM,N/A,33
hcp,fixedeff,sub-183741,WM,N/A,0
hcp,fixedeff,sub-185038,WM,N/A,33
hcp,fixedeff,sub-185139,WM,N/A,33
hcp,fixedeff,sub-185341,WM,N/A,33
hcp,fixedeff,sub-185846,WM,N/A,0
hcp,fixedeff,sub-185947,WM,N/A,33
hcp,fixedeff,sub-186040,WM,N/A,33
hcp,fixedeff,sub-186141,WM,N/A,33
hcp,fixedeff,sub-186444,WM,N/A,33
hcp,fixedeff,sub-186545,WM,N/A,33
hcp,fixedeff,sub-186848,WM,N/A,0
hcp,fixedeff,sub-186949,WM,N/A,0
hcp,fixedeff,sub-187143,WM,N/A,33
hcp,fixedeff,sub-187547,WM,N/A,33
hcp,fixedeff,sub-187850,WM,N/A,33
hcp,fixedeff,sub-188145,WM,N/A,33
hcp,fixedeff,sub-188347,WM,N/A,33
hcp,fixedeff,sub-188448,WM,N/A,33
hcp,fixedeff,sub-188549,WM,N/A,33
hcp,fixedeff,sub-188751,WM,N/A,33
hcp,fixedeff,sub-189349,WM,N/A,33
hcp,fixedeff,sub-189450,WM,N/A,0
hcp,fixedeff,sub-189652,WM,N/A,33
hcp,fixedeff,sub-190031,WM,N/A,33
hcp,fixedeff,sub-191033,WM,N/A,33
hcp,fixedeff,sub-191235,WM,N/A,33
hcp,fixedeff,sub-191437,WM,N/A,33
hcp,fixedeff,sub-191841,WM,N/A,33
hcp,fixedeff,sub-191942,WM,N/A,33
hcp,fixedeff,sub-192035,WM,N/A,33
hcp,fixedeff,sub-192136,WM,N/A,33
hcp,fixedeff,sub-192237,WM,N/A,0
hcp,fixedeff,sub-192540,WM,N/A,33
hcp,fixedeff,sub-192641,WM,N/A,33
hcp,fixedeff,sub-192843,WM,N/A,33
hcp,fixedeff,sub-193239,WM,N/A,33
hcp,fixedeff,sub-193441,WM,N/A,33
hcp,fixedeff,sub-193845,WM,N/A,33
hcp,fixedeff,sub-194140,WM,N/A,33
hcp,fixedeff,sub-194443,WM,N/A,33
hcp,fixedeff,sub-194645,WM,N/A,33
hcp,fixedeff,sub-194746,WM,N/A,33
hcp,fixedeff,sub-194847,WM,N/A,33
hcp,fixedeff,sub-195041,WM,N/A,33
hcp,fixedeff,sub-195445,WM,N/A,33
hcp,fixedeff,sub-195647,WM,N/A,33
hcp,fixedeff,sub-195849,WM,N/A,33
hcp,fixedeff,sub-195950,WM,N/A,0
hcp,fixedeff,sub-196144,WM,N/A,33
hcp,fixedeff,sub-196346,WM,N/A,0
hcp,fixedeff,sub-196750,WM,N/A,33
hcp,fixedeff,sub-196952,WM,N/A,0
hcp,fixedeff,sub-197348,WM,N/A,33
hcp,fixedeff,sub-197550,WM,N/A,33
hcp,fixedeff,sub-197651,WM,N/A,0
hcp,fixedeff,sub-198047,WM,N/A,33
hcp,fixedeff,sub-198249,WM,N/A,33
hcp,fixedeff,sub-198350,WM,N/A,33
hcp,fixedeff,sub-198451,WM,N/A,33
hcp,fixedeff,sub-198653,WM,N/A,33
hcp,fixedeff,sub-198855,WM,N/A,33
hcp,fixedeff,sub-199150,WM,N/A,33
hcp,fixedeff,sub-199352,WM,N/A,33
hcp,fixedeff,sub-199453,WM,N/A,33
hcp,fixedeff,sub-199655,WM,N/A,33
